property_type,price_aprox_usd,surface_covered_in_m2,state,lat,lon
apartment,163328.09,100.0,Distrito Federal,19.394073,-99.153915
apartment,332836.85,110.0,Distrito Federal,19.371342,-99.253616
apartment,104319.23,65.0,Distrito Federal,19.386852,-99.194748
house,81664.04,210.0,Distrito Federal,19.546144,-99.13029
apartment,892706.0,168.0,Distrito Federal,19.4330857,-99.2005645
apartment,50930.23,103.0,Distrito Federal,19.38499,-99.227853
house,209278.61,330.0,Distrito Federal,19.47517,-99.152534
apartment,102738.64,330.0,Distrito Federal,19.3857399,-99.1519589
apartment,368805.38,330.0,Distrito Federal,19.365528,-99.17952
apartment,139000.0,125.0,Solidaridad,20.630723,-87.073113
apartment,187081.37,100.0,Distrito Federal,19.3392293,-99.2189838
apartment,31927.95,70.0,Distrito Federal,19.490331,-99.207579
apartment,32314.35,60.0,Distrito Federal,19.3821,-99.204573
house,248757.12,319.0,Distrito Federal,19.411685,-99.166322
house,700730.23,725.0,Distrito Federal,19.5462484,-99.131088
apartment,40832.02,822.5,Distrito Federal,19.422588512,-99.0956765413
house,1211789.12,920.0,Distrito Federal,19.405625,-99.237868
apartment,39524.23,66.0,Distrito Federal,19.461416,-99.133163
apartment,28398.01,69.0,Distrito Federal,19.363469,-99.010141
apartment,500521.59,330.0,Distrito Federal,23.634501,-102.552788
apartment,104664.75,60.0,Distrito Federal,19.364005,-99.153602
house,583344.74,150.0,Distrito Federal,23.634501,-102.552788
apartment,374337.46,184.0,Distrito Federal,19.3023508,-99.1679459
apartment,163366.83,99.0,Distrito Federal,19.3747920646,-99.137270786
apartment,79575.45,75.0,Distrito Federal,19.440749,-99.141649
house,94835.67,120.0,Distrito Federal,19.346931,-99.025154
apartment,21795.44,55.0,Distrito Federal,19.45178,-99.15709
house,553339.27,250.0,Distrito Federal,19.381729,-99.164986
apartment,274496.58,85.0,Distrito Federal,19.443333,-99.202983
apartment,820000.0,283.0,Quintana Roo,21.1902642,-86.8198375
apartment,118070.41,107.0,Distrito Federal,19.39557,-99.132937
house,4952529.47,113100.0,Distrito Federal,19.3447,-99.212753
apartment,76395.4,64.0,Distrito Federal,19.478815,-99.196831
house,2500000.0,800.0,Distrito Federal,19.420166,-99.220367
house,84298.37,210.0,Distrito Federal,19.546411,-99.130511
store,65873.72,303.0,Quintana Roo,21.1463698,-86.8613971
apartment,24459.75,85.0,Distrito Federal,19.409843,-99.125509
apartment,30835.54,110.0,Distrito Federal,19.282895,-99.166933
house,98633.83,193.0,Distrito Federal,19.338268,-99.128173
house,385138.19,442.0,Distrito Federal,19.395451,-99.183774
house,134733.68,150.0,Distrito Federal,19.378562,-99.130993
apartment,224746.39,117.5,Distrito Federal,19.30282,-99.164293
apartment,192305.66,85.0,Distrito Federal,19.401331,-99.154029
apartment,97469.99,126.0,Distrito Federal,19.425758,-99.174333
apartment,175231.5,115.0,Distrito Federal,19.428324,-99.176337
apartment,139619.18,83.0,Distrito Federal,19.365031,-99.147736
apartment,516449.98,120.0,Distrito Federal,19.320576,-99.20929
apartment,70516.85,90.0,Distrito Federal,19.273713,-99.120741
apartment,107322.36,108.0,Distrito Federal,19.309713,-99.1262
house,94835.67,180.0,Benito Juárez,21.139641,-86.879738
apartment,86862.09,80.0,Distrito Federal,19.348122,-99.125716
house,242415.29,450.0,Quintana Roo,21.158964,-86.845937
apartment,110114.75,93.0,Distrito Federal,19.387579,-99.170353
apartment,76079.28,75.0,Distrito Federal,19.404442,-99.162688
house,121916.52,245.0,Solidaridad,20.679055,-87.050622
apartment,574282.67,221.0,Distrito Federal,19.393557,-99.265242
apartment,161826.53,106.0,Distrito Federal,19.362511,-99.166374
house,110050.31,220.0,Distrito Federal,19.396669,-99.067626
apartment,81664.04,74.0,Distrito Federal,19.384506,-99.135865
apartment,255529.44,122.0,Distrito Federal,19.390912,-99.172242
house,128735.73,250.0,Distrito Federal,19.362488,-99.108269
apartment,1027386.43,180.0,Distrito Federal,23.634501,-102.552788
apartment,558476.72,241.0,Distrito Federal,19.362619,-99.265706
house,144887.83,140.0,Distrito Federal,19.379863,-99.123453
apartment,31619.38,69.0,Distrito Federal,19.505199,-99.155991
house,674386.99,265.0,Distrito Federal,19.390415,-99.254997
apartment,57968.87,73.0,Distrito Federal,19.3883217,-99.1862188
house,129000.0,157.0,Quintana Roo,20.2088602,-87.4653115
apartment,220492.93,80.0,Distrito Federal,19.414597,-99.156686
apartment,104319.23,127.0,Distrito Federal,19.399028,-99.175227
house,226605.6,308.0,Distrito Federal,19.4615578,-99.130454
apartment,81242.55,95.0,Distrito Federal,19.362864,-99.173988
house,570000.0,450.0,Quintana Roo,20.628505,-87.079752
house,425000.0,293.0,Quintana Roo,20.618797,-87.086315
house,63223.78,180.0,Distrito Federal,19.364245,-99.302638
house,231875.5,388.0,Distrito Federal,19.462588021,-99.1328519441
apartment,94045.37,65.0,Distrito Federal,19.472155,-99.161186
apartment,186000.0,62.0,Quintana Roo,20.632206,-87.07283
house,68492.42,96.0,Distrito Federal,19.469769,-99.157379
apartment,99074.07,133.0,Distrito Federal,19.3152718515,-99.1075855494
apartment,37934.26,56.0,Distrito Federal,19.391754,-99.056058
house,188090.74,130.0,Distrito Federal,19.277746,-99.167284
apartment,474178.35,188.0,Distrito Federal,19.3634214999,-99.2763233185
apartment,105741.77,60.0,Distrito Federal,19.493973,-99.130394
house,83264.38,210.0,Quintana Roo,21.146414,-86.843369
apartment,165962.42,37.0,Distrito Federal,19.415513,-99.179369
apartment,79048.46,82.0,Quintana Roo,21.1902642,-86.8198375
apartment,71126.75,70.0,Distrito Federal,19.383446,-99.137643
house,4500000.0,2000.0,Quintana Roo,20.8478084,-86.8755342
apartment,175231.5,100.0,Distrito Federal,19.428324,-99.176337
apartment,53112.13,75.0,Distrito Federal,19.324386,-99.124228
house,71670.61,117.0,Quintana Roo,20.6295586,-87.0738851
apartment,27133.53,60.0,Distrito Federal,19.452689,-99.117987
house,126447.56,280.0,Distrito Federal,19.476545,-99.066788
apartment,50327.52,72.0,Distrito Federal,19.3915,-99.038137
apartment,331924.84,128.0,Distrito Federal,19.4070717,-99.1621603
apartment,189716.32,180.0,Distrito Federal,19.3428273,-99.1522157
house,379342.68,287.5,Distrito Federal,19.3396614,-99.2373007
house,37229.03,395.0,Distrito Federal,19.342911,-99.224472
apartment,173839.05,122.0,Distrito Federal,19.449148,-99.175534
house,115937.75,180.0,Quintana Roo,21.129547,-86.817017
apartment,98502.65,89.0,Distrito Federal,19.436264,-99.099608
apartment,270656.5,74.5,Distrito Federal,19.3866412,-99.1805935
apartment,18444.64,60.0,Distrito Federal,19.422676,-99.097893
apartment,287209.43,180.0,Distrito Federal,19.3049333,-99.1836755
apartment,32279.21,70.0,Distrito Federal,19.457685,-99.121754
apartment,253930.41,136.0,Distrito Federal,19.382013,-99.188522
apartment,38777.25,65.0,Distrito Federal,19.511198,-99.200576
apartment,33990.84,47.0,Distrito Federal,19.3916358,-99.0557268
house,58850.8,72.0,Distrito Federal,19.306983,-99.1804
apartment,263494.89,120.0,Distrito Federal,19.3024064,-99.2018433
house,1085598.95,660.0,Distrito Federal,19.3228543,-99.2059887
apartment,26027.12,60.0,Distrito Federal,19.404918,-99.1978
apartment,387245.65,115.0,Distrito Federal,19.437991,-99.188609
apartment,300000.0,122.0,Quintana Roo,20.6295586,-87.0738851
apartment,29504.43,45.0,Distrito Federal,19.402752,-99.098587
house,260798.09,272.0,Distrito Federal,19.33981,-99.216052
apartment,85878.96,78.0,Distrito Federal,19.396893,-99.152302
apartment,42676.05,58.0,Distrito Federal,19.443178,-99.144234
apartment,18444.64,45.0,Distrito Federal,19.4873329,-99.1236134
apartment,121354.51,75.0,Distrito Federal,19.397686,-99.161395
house,158059.45,220.0,Distrito Federal,19.365271,-99.232466
apartment,80139.33,50.0,Distrito Federal,19.4555330491,-99.1633956134
apartment,728654.07,167.0,Distrito Federal,23.634501,-102.552788
apartment,33982.78,70.0,Distrito Federal,19.448187,-99.161176
apartment,156706.83,70.0,Distrito Federal,19.386821,-99.164805
house,225024.63,210.0,Quintana Roo,20.65593,-87.05368
house,1690000.0,50.0,Quintana Roo,21.129547,-86.817017
house,210795.91,232.0,Distrito Federal,19.3393661,-99.1455392
house,205477.28,222.0,Quintana Roo,21.1473004962,-86.830727309
apartment,60076.83,67.0,Distrito Federal,19.461306,-99.127826
house,139619.18,144.0,Quintana Roo,20.6148304777,-87.1044373512
apartment,44203.95,50.0,Distrito Federal,19.419427,-99.067675
apartment,166489.28,70.0,Distrito Federal,19.384365,-99.156091
house,782579.82,629.0,Distrito Federal,19.38155587,-99.1729466245
house,159113.18,400.0,Distrito Federal,19.473623,-99.124863
apartment,65100.78,340.0,Distrito Federal,19.416847,-99.154596
apartment,51632.75,63.0,Distrito Federal,19.194247,-99.141976
house,124340.1,115.0,Distrito Federal,19.364233,-99.243773
apartment,131418.07,94.0,Distrito Federal,19.3338880248,-99.151327014
house,306635.33,136.0,Distrito Federal,19.325355,-99.232561
house,14857.58,85.0,Quintana Roo,21.151917,-86.899796
apartment,81664.04,67.0,Distrito Federal,19.474223,-99.18722
apartment,340345.2,108.0,Distrito Federal,19.4032833,-99.1821858
apartment,137017.34,78.0,Distrito Federal,19.3825040623,-99.1580399126
apartment,205526.01,122.0,Distrito Federal,19.408697,-99.181012
apartment,42823.57,75.0,Distrito Federal,19.489901,-99.192497
house,34555.77,57.0,Distrito Federal,19.325894,-99.059696
house,1475221.54,750.0,Distrito Federal,19.353921,-99.190427
apartment,93333.36,90.0,Distrito Federal,19.39177,-99.159996
apartment,189716.32,300.0,Quintana Roo,21.141269068,-86.8256378174
apartment,55320.8,64.0,Distrito Federal,19.385994,-99.106613
house,790484.67,500.0,Distrito Federal,19.341894,-99.224525
apartment,115910.26,83.0,Distrito Federal,19.368808,-99.112954
apartment,79029.72,50.0,Distrito Federal,19.404661,-99.133858
apartment,47191.28,66.0,Distrito Federal,19.30241,-99.109299
apartment,35475.54,60.0,Distrito Federal,19.455894,-99.18355
apartment,209165.34,51.0,Distrito Federal,19.440935,-99.188522
apartment,237089.17,120.0,Distrito Federal,19.41498,-99.177444
house,342086.61,230.0,Distrito Federal,19.417168,-99.230481
apartment,25299.31,80.0,Distrito Federal,19.383948,-99.067884
apartment,204686.98,121.0,Distrito Federal,19.368182,-99.176664
house,790297.25,328.0,Distrito Federal,19.353813,-99.163605
house,43350.43,74.0,Benito Juárez,21.137991,-86.870964
apartment,142253.5,55.0,Distrito Federal,19.372684,-99.183678
house,62171.47,148.0,Distrito Federal,19.357477,-99.075537
house,383294.16,237.0,Distrito Federal,19.3402891,-99.1989148
apartment,27486.01,50.0,Distrito Federal,19.422817,-99.058911
house,466385.95,270.0,Distrito Federal,19.315818,-99.227843
apartment,326656.19,260.0,Distrito Federal,19.3609346,-99.2748873
house,102612.19,250.0,Distrito Federal,19.480841,-99.067085
apartment,271035.92,106.0,Distrito Federal,19.331932,-99.246689
apartment,53399.87,60.0,Distrito Federal,19.2990233,-99.0436467
apartment,85527.7,110.0,Distrito Federal,19.347664,-99.125001
apartment,444726.6,314.0,Distrito Federal,19.381729,-99.164986
apartment,43181.84,45.0,Distrito Federal,19.399689,-99.188522
apartment,105372.96,58.0,Distrito Federal,19.492992,-99.149765
house,342086.61,426.0,Distrito Federal,19.423365,-99.224539
apartment,150830.86,73.0,Distrito Federal,19.3596034,-99.1514055
house,87703.06,220.0,Distrito Federal,19.360048,-99.299593
apartment,142253.5,82.0,Distrito Federal,19.381729,-99.164986
apartment,268764.29,101.0,Distrito Federal,19.39365,-99.14769
house,85899.33,218.0,Distrito Federal,19.41821,-99.152376
house,102957.29,141.0,Distrito Federal,19.3126089706,-99.1228191555
apartment,150156.47,78.0,Distrito Federal,19.322523,-99.141464
house,65873.72,150.0,Quintana Roo,21.1363144,-86.8403365
apartment,32138.75,66.0,Distrito Federal,19.446253,-99.157519
house,279304.58,330.0,Quintana Roo,21.139086,-86.84964
apartment,120652.04,120.0,Distrito Federal,19.367931,-99.170262
apartment,505910.19,253.0,Quintana Roo,21.129547,-86.817017
apartment,140525.38,61.0,Distrito Federal,19.364891,-99.148384
house,205526.01,179.0,Quintana Roo,21.0717887,-86.8881652
apartment,173865.39,100.0,Distrito Federal,19.394358,-99.177444
house,129112.49,140.0,Quintana Roo,20.626583,-87.078659
house,86953.31,150.0,Quintana Roo,21.082655,-86.857162
house,147522.15,300.0,Quintana Roo,21.139086,-86.84964
apartment,40568.59,53.0,Distrito Federal,19.383599,-99.190834
house,89567.02,190.0,Quintana Roo,18.511746,-88.316979
house,216803.59,236.0,Quintana Roo,21.082655,-86.857162
house,92023.21,133.0,Zacatecas,18.015418,-92.953393
apartment,280000.0,90.0,Quintana Roo,20.500913,-87.225068
house,41122.22,70.0,Distrito Federal,19.272198,-99.220178
apartment,73778.56,0.0,Distrito Federal,19.3305971,-99.0536536
apartment,269180.16,117.0,Distrito Federal,19.3503274,-99.2989735
apartment,38039.64,74.0,Distrito Federal,19.383251,-99.105499
apartment,46364.1,90.0,Distrito Federal,19.427118,-99.141954
apartment,140121.28,62.0,Distrito Federal,19.39912,-99.141464
apartment,60238.19,80.0,Distrito Federal,19.398983,-99.154034
apartment,216511.34,85.0,Distrito Federal,19.315498,-99.220634
apartment,123813.23,90.0,Distrito Federal,19.387131,-99.147493
apartment,90093.88,90.0,Distrito Federal,19.384371,-99.135965
apartment,84482.77,75.0,Distrito Federal,19.39557,-99.132937
apartment,257448.46,117.5,Distrito Federal,19.4151638,-99.1789099
apartment,104343.97,127.0,Distrito Federal,19.400249,-99.177444
apartment,68546.69,64.0,Distrito Federal,19.383446,-99.137643
apartment,131800.14,85.0,Distrito Federal,19.434723,-99.175887
apartment,44203.95,70.0,Distrito Federal,19.382649,-99.143384
apartment,33218.82,54.0,Distrito Federal,19.406759,-99.125172
house,737785.69,400.0,Distrito Federal,19.355921,-99.180214
apartment,2513000.0,349.0,Distrito Federal,19.433077,-99.198212
apartment,47628.58,60.0,Distrito Federal,19.49662,-99.185876
apartment,46375.1,70.0,Distrito Federal,19.39617,-99.13791
apartment,310729.14,121.0,Distrito Federal,19.394358,-99.177444
house,158059.45,150.0,Distrito Federal,23.634501,-102.552788
apartment,950000.0,420.0,Distrito Federal,19.401079,-99.24807
apartment,265000.0,233.0,Quintana Roo,20.4991035674,-87.2227642199
apartment,173865.39,127.0,Distrito Federal,19.39177,-99.159996
apartment,79029.72,65.0,Distrito Federal,19.370046,-99.146155
house,237089.17,296.0,Distrito Federal,19.523924,-99.151918
apartment,198000.0,357.0,Quintana Roo,20.3776187578,-87.3377037048
apartment,192305.66,85.0,Distrito Federal,19.3618265,-99.1542053
house,91147.61,90.0,Distrito Federal,19.35667,-99.235854
house,30558.16,70.0,Zacatecas,22.750736,-102.608537
apartment,51770.26,110.0,Distrito Federal,19.308573,-99.07088
apartment,46954.78,60.0,Distrito Federal,19.359901,-99.189606
apartment,295000.0,74.5,Solidaridad,20.6116365,-87.0873442
apartment,189671.34,89.0,Distrito Federal,19.417364,-99.159454
apartment,79556.59,80.0,Distrito Federal,19.427754,-99.171109
apartment,77533.42,85.0,Distrito Federal,19.396705,-99.181902
house,110114.75,128.0,Solidaridad,20.647563,-87.075345
apartment,158059.45,100.0,Distrito Federal,19.340202,-99.257774
apartment,166528.77,144.0,Quintana Roo,21.1551822,-86.8218046
apartment,94308.8,57.0,Distrito Federal,19.298168,-99.113106
apartment,128536.81,62.0,Distrito Federal,19.39912,-99.141464
apartment,265234.0,156.0,Quintana Roo,20.6157480492,-87.0938821882
house,389932.66,420.0,Distrito Federal,19.401079,-99.24807
house,246104.22,327.0,Distrito Federal,19.3439785,-99.1248628
apartment,90093.88,70.0,Distrito Federal,19.369509,-99.172532
apartment,39567.54,59.0,Distrito Federal,19.456595,-99.20456
house,136721.42,54.5,Distrito Federal,19.3498980082,-99.122171402
apartment,33200.35,50.0,Distrito Federal,19.4179232,-99.1483827
house,105397.95,230.0,Quintana Roo,21.161908,-86.8515279
house,595000.0,491.0,Quintana Roo,20.65593,-87.05368
house,231137.71,360.0,Distrito Federal,19.367024,-99.180497
apartment,440942.03,255.0,Distrito Federal,19.443178,-99.20237
house,150683.34,140.0,Distrito Federal,19.300504,-99.122136
apartment,388688.69,203.0,Quintana Roo,21.1903799,-86.8190064
apartment,32474.95,86.0,Distrito Federal,19.307754,-99.12497
apartment,190122.1,97.0,Distrito Federal,19.3813197,-99.1996895
apartment,43202.91,50.0,Distrito Federal,19.410307,-99.065399
apartment,64857.06,80.0,Distrito Federal,19.461871,-99.129227
house,2000000.0,550.0,Distrito Federal,19.420166,-99.220367
apartment,34387.36,60.0,Distrito Federal,19.527836,-99.169827
house,737785.69,420.0,Distrito Federal,19.4037619,-99.2513326
house,57433.27,148.0,Distrito Federal,19.456919,-99.105499
apartment,135057.59,79.0,Distrito Federal,19.3638234,-99.1444714
apartment,46943.65,80.0,Distrito Federal,19.359897,-99.18956
house,895670.22,291.0,Distrito Federal,19.420166,-99.220367
house,97493.1,230.0,Quintana Roo,21.117013009,-86.8487233455
apartment,890000.0,284.0,Quintana Roo,21.1902642,-86.8198375
apartment,27555.03,44.0,Distrito Federal,19.346609,-99.072311
apartment,60043.36,70.0,Distrito Federal,19.445816,-99.170462
apartment,192305.66,85.0,Distrito Federal,19.368544,-99.163605
house,294517.44,297.0,Distrito Federal,19.340695,-99.211606
apartment,81372.59,60.0,Distrito Federal,19.444865,-99.156877
apartment,163328.09,100.0,Distrito Federal,19.381729,-99.164986
apartment,96416.26,62.0,Distrito Federal,19.377369,-99.198052
apartment,26349.48,42.0,Distrito Federal,19.444584,-99.174675
apartment,61881.11,70.0,Distrito Federal,19.352333,-99.121169
house,105372.96,0.0,Distrito Federal,19.2725263642,-99.2171752453
apartment,545000.0,254.0,Solidaridad,20.626583,-87.078659
apartment,948356.7,567.0,Distrito Federal,19.390525,-99.179751
apartment,39567.54,59.0,Distrito Federal,19.456595,-99.20456
apartment,106690.12,60.0,Distrito Federal,19.328833,-99.133163
apartment,50327.52,76.0,Distrito Federal,19.4113101,-99.064722
house,137827.84,150.0,Distrito Federal,19.359668,-99.220902
apartment,61903.72,44.0,Distrito Federal,23.634501,-102.552788
apartment,99050.58,110.0,Distrito Federal,19.443486,-99.211871
apartment,44783.51,56.0,Distrito Federal,19.392349,-99.07093
apartment,34351.58,69.0,Distrito Federal,19.504602,-99.153096
house,94835.67,280.0,Distrito Federal,19.34343,-98.988029
house,105372.96,253.0,Distrito Federal,19.3211179,-99.0755302
house,1000000.0,550.0,Distrito Federal,19.404579758,-99.2446129024
